REGIONE,ASL,ANNO,PERIODO_DI_RIFERIMENTO,ID_PRESTAZIONE,DESC_PRESTAZIONE,COD_PRESTAZIONE,EROGAZIONI,EROGAZIONI_DAGARANTIRE,EROGAZIONI_DAGARANTIRE_B,EROGAZIONI_DAGARANTIRE_B_TMAX,EROGAZIONI_DAGARANTIRE_D,EROGAZIONI_DAGARANTIRE_D_TMAX,EROGAZIONI_DAGARANTIRE_P,EROGAZIONI_DAGARANTIRE_P_TMAX
PUGLIA,LECCE - 160116,2024,I TRIMESTRE 2024,66 - 67,ELETTROMIOGRAFIA SEMPLICE [EMG] DEL CAPO fino a 4 muscoli. Analisi qualitativa. Escluso: EMG dell'occhio (95.25) e POLISONNOGRAFIA (89.17),93.08.01,,,,,,,,
PUGLIA,LECCE - 160116,2024,I TRIMESTRE 2024,,ELETTROMIOGRAFIA SEMPLICE [EMG] DEL TRONCO. Analisi qualitativa. Fino a 4 muscoli,,,,,,,,,
PUGLIA,LECCE - 160116,2024,I TRIMESTRE 2024,68,"VALUTAZIONE EMG DINAMICA DEL CAMMINO. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli), associato ad esame basografico per la definizione delle fasi del passo. Non associabile a ANALISI DELLA CINEMATICA E DELLA DINAMICA DEL PASSO (93.05.7)",93.08.01,,,,,,,,
PUGLIA,LECCE - 160116,2024,I TRIMESTRE 2024,69,EMG DINAMICA DELL'ARTO SUPERIORE. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli),93.08.01,,,,,,,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,1,Prima Visita cardiologica,89.7,4131,857,336,286,386,340,135,135
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,2,Prima Visita chirurgia vascolare,89.7,420,84,50,45,34,25,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,3,Prima Visita endocrinologica,89.7,3271,1027,373,219,466,431,187,187
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,4,Prima Visita neurologica,89.13.00,1972,504,215,198,235,214,54,54
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,5,Prima Visita oculistica,95.02.00,4032,940,125,100,250,226,561,561
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,6,Prima Visita ortopedica,89.7,3176,477,201,152,265,232,11,11
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,7,Prima Visita ginecologica,89.26.00,1334,143,64,45,79,77,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,8,Prima Visita otorinolaringoiatrica,89.7,3144,309,131,115,177,140,1,1
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,9,Prima Visita urologica,89.7,1608,345,151,107,193,171,1,1
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,10,Prima Visita dermatologica,89.7,3484,339,93,84,245,223,1,1
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,11,Prima Visita fisiatrica,89.7,5818,2000,255,254,391,383,1346,1346
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,12,Prima Visita gastroenterologica,89.7,392,106,42,37,64,62,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,13,Prima Visita oncologica,89.7,1461,154,115,105,37,37,2,2
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,14,Prima Visita pneumologica,89.7,2424,450,270,246,168,147,12,12
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,15,Mammografia bilaterale,87.37.01,1983,407,59,59,38,38,308,308
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,16,Mammografia monolaterale,87.37.02,149,16,2,,2,2,12,12
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,17,TC del Torace,87.41.00,942,223,46,43,48,47,126,126
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,18,TC del Torace senza e con MDC,87.41.01,1720,522,268,250,121,120,127,127
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,19,TC dell’addome superiore,88.01.01,6,3,,,,,3,3
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,20,TC dell’addome superiore senza e con MDC,88.01.02,55,14,11,11,3,3,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,21,TC dell’addome inferiore,88.01.03,13,3,,,,,3,3
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,22,TC dell’addome inferiore senza e con MDC,88.01.04,45,12,9,9,3,3,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,23,TC dell’addome completo,88.01.05,124,14,6,6,1,1,7,7
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,24,TC dell’addome completo senza e con MDC,88.01.06,1661,520,260,247,124,123,128,128
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,25,TC Cranio - encefalo,87.03.00,316,92,13,12,29,29,49,49
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,26,TC Cranio - encefalo senza e con MDC,87.03.01,926,274,110,102,67,67,96,96
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,27,TC del rachide e dello speco vertebrale cervicale,88.38.01,120,15,2,2,5,5,8,8
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,28,TC del rachide e dello speco vertebrale toracico,88.38.01,,,,,,,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,29,TC del rachide e dello speco vertebrale lombosacrale,88.38.01,,,,,,,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,30,TC del rachide e dello speco vertebrale cervicale senza e con MDC,88.38.02,4,1,,,1,1,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,31,TC del rachide e dello speco vertebrale toracico senza e con MDC,88.38.02,,,,,,,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,32,TC del rachide e dello speco vertebrale lombosacrale senza e con MDC,88.38.02,,,,,,,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,33,TC di Bacino e articolazioni sacroiliache,88.38.05,10,1,,,,,1,1
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,34,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare",89.31.01,236,48,36,30,7,7,5,5
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,35,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare senza e con MDC",89.31.02,454,187,144,115,26,25,17,17
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,36,RM di addome inferiore e scavo pelvico,89.35.04,45,35,25,22,5,5,5,5
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,37,RM di addome inferiore e scavo pelvico senza e con MDC,89.35.05,390,219,149,124,32,32,37,37
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,38,RM della colonna in toto,89.33.00,1742,716,199,179,378,376,139,139
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,39,RM della colonna in toto senza e con MDC,89.33.01,228,97,67,55,17,15,13,13
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,40,Diagnostica ecografica del capo e del collo,89.11.04,2535,751,113,71,192,182,445,445
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,41,Eco (color) dopplergrafia cardiaca,89.12.03,698,128,37,35,45,37,46,46
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,42,Eco (color) dopplergrafia dei tronchi sovra aortici,89.13.05,3260,1025,111,81,209,203,703,703
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,43,Ecografia dell’addome superiore,89.14.01,594,186,29,23,88,87,69,69
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,44,Ecografia dell’addome inferiore,89.15.01,548,68,14,10,43,43,11,11
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,45,Ecografia dell’addome completo,89.16.01,3304,1156,240,199,393,387,518,518
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,46,Ecografia bilaterale della mammella,89.13.01,1477,294,53,48,63,63,178,178
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,47,Ecografia monolaterale della mammella,89.13.02,46,12,6,4,3,3,3,3
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,48,Ecografia ostetrica,89.18.00,461,42,20,20,22,22,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,49,Ecografia ginecologica,89.18.02,81,13,8,8,5,5,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,50,Ecocolor doppler degli arti inferiori arterioso e/o venoso,89.17.02,2580,722,134,119,176,168,399,399
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,51,Colonscopia totale con endoscopio flessibile,45.23.00,587,133,63,47,70,61,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,52,Polipectomia dell’intestino crasso in corso di endoscopia sede unica,45.42.00,69,27,25,25,2,2,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,53,Rettosigmoidoscopia con endoscopio flessibile,45.24.00,4,3,3,2,,,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,54,Esofagogastroduodenoscopia,45.13.00,687,183,40,36,94,76,48,48
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,55,Esofagogastroduodenoscopia con biopsia in sede unica,45.16.00,534,172,62,61,74,63,36,36
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,56,Elettrocardiogramma,89.52.00,4689,792,298,253,366,329,128,128
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,57,Elettrocardiogramma dinamico (Holter),89.50.00,1216,570,176,162,95,84,292,292
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,58,Test cardiovascolare da sforzo con cicloergometro o con pedana mobile,89.41 - 89.43,378,65,32,31,26,21,7,7
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,59,Altri test cardiovascolari da sforzo,89.44.00,,,,,,,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,60,Esame audiometrico tonale,95.41.01,2121,89,15,10,74,60,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,61,Spirometria semplice,89.37.01,1192,143,42,32,93,85,8,8
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,62,Spirometria globale,89.37.02,463,37,19,10,17,14,1,1
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,63,Fotografia del fundus,95.11.00,4,,,,,,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,64,ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO SUPERIORE. Analisi qualitativa fino a 6 muscoli. Non associabile a 93.09.1 e 93.09.2,93.08.01,365,27,18,10,5,5,4,4
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,65,ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO INFERIORE fino a 4 muscoli. Analisi qualitativa. Non associabile a 93.09.1 e 93.09.2,93.08.01,,,,,,,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,66 - 67,ELETTROMIOGRAFIA SEMPLICE [EMG] DEL CAPO fino a 4 muscoli. Analisi qualitativa. Escluso: EMG dell'occhio (95.25) e POLISONNOGRAFIA (89.17),93.08.01,,,,,,,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,,ELETTROMIOGRAFIA SEMPLICE [EMG] DEL TRONCO. Analisi qualitativa. Fino a 4 muscoli,,,,,,,,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,68,"VALUTAZIONE EMG DINAMICA DEL CAMMINO. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli), associato ad esame basografico per la definizione delle fasi del passo. Non associabile a ANALISI DELLA CINEMATICA E DELLA DINAMICA DEL PASSO (93.05.7)",93.08.01,,,,,,,,
PUGLIA,TARANTO - 160112,2024,I TRIMESTRE 2024,69,EMG DINAMICA DELL'ARTO SUPERIORE. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli),93.08.01,,,,,,,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,1,Prima Visita cardiologica,89.7,5700,1718,801,392,691,341,202,201
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,2,Prima Visita chirurgia vascolare,89.7,1153,295,169,63,126,65,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,3,Prima Visita endocrinologica,89.7,4020,1024,528,191,496,229,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,4,Prima Visita neurologica,89.13.00,4145,1133,603,263,494,258,34,34
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,5,Prima Visita oculistica,95.02.00,7235,1973,619,322,945,604,355,348
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,6,Prima Visita ortopedica,89.7,4497,1261,701,262,557,262,2,2
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,7,Prima Visita ginecologica,89.26.00,4106,553,303,221,183,77,64,64
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,8,Prima Visita otorinolaringoiatrica,89.7,5117,1531,784,248,747,306,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,9,Prima Visita urologica,89.7,2521,641,330,181,310,152,1,1
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,10,Prima Visita dermatologica,89.7,5591,1611,713,367,789,423,101,101
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,11,Prima Visita fisiatrica,89.7,8119,4149,1394,1304,1192,1142,1487,1487
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,12,Prima Visita gastroenterologica,89.7,1412,328,190,68,138,55,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,13,Prima Visita oncologica,89.7,2118,213,137,124,76,71,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,14,Prima Visita pneumologica,89.7,2722,733,345,151,273,160,114,114
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,15,Mammografia bilaterale,87.37.01,4289,1257,199,140,280,239,770,769
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,16,Mammografia monolaterale,87.37.02,54,4,1,1,,,3,3
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,17,TC del Torace,87.41.00,1406,437,201,118,133,106,92,92
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,18,TC del Torace senza e con MDC,87.41.01,2504,973,372,232,245,196,303,303
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,19,TC dell’addome superiore,88.01.01,27,12,4,3,2,2,6,6
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,20,TC dell’addome superiore senza e con MDC,88.01.02,339,139,55,36,33,24,41,41
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,21,TC dell’addome inferiore,88.01.03,33,17,8,4,3,2,6,6
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,22,TC dell’addome inferiore senza e con MDC,88.01.04,320,122,42,28,32,24,41,41
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,23,TC dell’addome completo,88.01.05,301,113,53,30,33,27,21,21
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,24,TC dell’addome completo senza e con MDC,88.01.06,2581,1045,431,284,245,200,312,312
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,25,TC Cranio - encefalo,87.03.00,585,278,109,62,77,59,79,79
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,26,TC Cranio - encefalo senza e con MDC,87.03.01,1124,430,175,110,114,88,124,124
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,27,TC del rachide e dello speco vertebrale cervicale,88.38.01,376,149,69,42,36,29,39,39
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,28,TC del rachide e dello speco vertebrale toracico,88.38.01,,,,,,,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,29,TC del rachide e dello speco vertebrale lombosacrale,88.38.01,,,,,,,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,30,TC del rachide e dello speco vertebrale cervicale senza e con MDC,88.38.02,43,11,9,5,1,1,1,1
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,31,TC del rachide e dello speco vertebrale toracico senza e con MDC,88.38.02,,,,,,,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,32,TC del rachide e dello speco vertebrale lombosacrale senza e con MDC,88.38.02,,,,,,,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,33,TC di Bacino e articolazioni sacroiliache,88.38.05,36,9,4,2,3,2,2,2
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,34,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare",89.31.01,670,373,119,89,93,77,132,132
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,35,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare senza e con MDC",89.31.02,1212,455,165,102,110,67,126,126
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,36,RM di addome inferiore e scavo pelvico,89.35.04,106,42,18,9,17,5,4,4
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,37,RM di addome inferiore e scavo pelvico senza e con MDC,89.35.05,731,307,132,79,79,48,73,73
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,38,RM della colonna in toto,89.33.00,2978,1852,447,357,428,365,843,843
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,39,RM della colonna in toto senza e con MDC,89.33.01,836,325,112,74,90,57,90,90
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,40,Diagnostica ecografica del capo e del collo,89.11.04,3035,1074,454,238,433,276,182,182
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,41,Eco (color) dopplergrafia cardiaca,89.12.03,1602,576,195,113,253,169,122,122
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,42,Eco (color) dopplergrafia dei tronchi sovra aortici,89.13.05,3619,1418,399,225,658,448,351,350
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,43,Ecografia dell’addome superiore,89.14.01,1959,804,298,176,326,217,170,170
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,44,Ecografia dell’addome inferiore,89.15.01,744,282,120,55,130,79,30,30
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,45,Ecografia dell’addome completo,89.16.01,5576,2437,906,573,859,618,631,631
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,46,Ecografia bilaterale della mammella,89.13.01,5561,1534,283,191,396,326,844,843
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,47,Ecografia monolaterale della mammella,89.13.02,83,11,5,4,1,1,5,5
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,48,Ecografia ostetrica,89.18.00,2715,125,72,43,53,44,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,49,Ecografia ginecologica,89.18.02,743,191,150,130,39,19,2,2
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,50,Ecocolor doppler degli arti inferiori arterioso e/o venoso,89.17.02,2889,1113,457,190,386,263,256,255
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,51,Colonscopia totale con endoscopio flessibile,45.23.00,926,287,160,82,127,59,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,52,Polipectomia dell’intestino crasso in corso di endoscopia sede unica,45.42.00,86,14,1,1,1,1,12,12
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,53,Rettosigmoidoscopia con endoscopio flessibile,45.24.00,44,4,3,1,1,,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,54,Esofagogastroduodenoscopia,45.13.00,849,520,216,90,181,107,120,120
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,55,Esofagogastroduodenoscopia con biopsia in sede unica,45.16.00,696,193,117,34,76,35,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,56,Elettrocardiogramma,89.52.00,7025,1971,918,433,786,504,243,242
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,57,Elettrocardiogramma dinamico (Holter),89.50.00,1523,727,329,206,229,160,134,125
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,58,Test cardiovascolare da sforzo con cicloergometro o con pedana mobile,89.41 - 89.43,734,163,66,19,60,23,37,37
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,59,Altri test cardiovascolari da sforzo,89.44.00,23,3,3,3,,,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,60,Esame audiometrico tonale,95.41.01,2197,575,254,90,283,136,38,38
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,61,Spirometria semplice,89.37.01,1228,428,195,121,168,144,63,63
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,62,Spirometria globale,89.37.02,1056,297,103,57,131,107,59,59
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,63,Fotografia del fundus,95.11.00,22,2,,,2,2,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,64,ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO SUPERIORE. Analisi qualitativa fino a 6 muscoli. Non associabile a 93.09.1 e 93.09.2,93.08.01,4720,1848,640,406,745,590,451,451
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,65,ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO INFERIORE fino a 4 muscoli. Analisi qualitativa. Non associabile a 93.09.1 e 93.09.2,93.08.01,,,,,,,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,66 - 67,ELETTROMIOGRAFIA SEMPLICE [EMG] DEL CAPO fino a 4 muscoli. Analisi qualitativa. Escluso: EMG dell'occhio (95.25) e POLISONNOGRAFIA (89.17),93.08.01,,,,,,,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,,ELETTROMIOGRAFIA SEMPLICE [EMG] DEL TRONCO. Analisi qualitativa. Fino a 4 muscoli,,,,,,,,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,68,"VALUTAZIONE EMG DINAMICA DEL CAMMINO. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli), associato ad esame basografico per la definizione delle fasi del passo. Non associabile a ANALISI DELLA CINEMATICA E DELLA DINAMICA DEL PASSO (93.05.7)",93.08.01,,,,,,,,
PUGLIA,BARI - 160114,2024,II TRIMESTRE 2024,69,EMG DINAMICA DELL'ARTO SUPERIORE. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli),93.08.01,,,,,,,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,1,Prima Visita cardiologica,89.7,3821,1488,796,380,587,328,99,99
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,2,Prima Visita chirurgia vascolare,89.7,321,105,61,22,44,30,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,3,Prima Visita endocrinologica,89.7,1362,687,316,138,264,122,99,98
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,4,Prima Visita neurologica,89.13.00,2297,706,408,217,298,187,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,5,Prima Visita oculistica,95.02.00,1736,803,393,123,410,146,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,6,Prima Visita ortopedica,89.7,1015,435,245,90,190,64,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,7,Prima Visita ginecologica,89.26.00,694,196,116,82,80,52,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,8,Prima Visita otorinolaringoiatrica,89.7,1972,872,472,232,400,193,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,9,Prima Visita urologica,89.7,611,252,157,64,95,53,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,10,Prima Visita dermatologica,89.7,3148,1777,613,456,863,678,300,300
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,11,Prima Visita fisiatrica,89.7,4537,2648,835,738,1003,966,792,792
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,12,Prima Visita gastroenterologica,89.7,666,294,166,91,128,62,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,13,Prima Visita oncologica,89.7,429,117,97,78,20,16,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,14,Prima Visita pneumologica,89.7,1931,664,369,190,295,161,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,15,Mammografia bilaterale,87.37.01,1075,618,159,116,236,196,222,222
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,16,Mammografia monolaterale,87.37.02,25,4,2,2,,,2,2
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,17,TC del Torace,87.41.00,564,272,173,74,79,59,18,18
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,18,TC del Torace senza e con MDC,87.41.01,779,440,340,81,100,44,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,19,TC dell’addome superiore,88.01.01,21,12,9,8,1,1,2,2
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,20,TC dell’addome superiore senza e con MDC,88.01.02,98,67,55,16,12,6,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,21,TC dell’addome inferiore,88.01.03,26,16,11,7,3,3,2,2
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,22,TC dell’addome inferiore senza e con MDC,88.01.04,92,61,44,14,17,9,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,23,TC dell’addome completo,88.01.05,165,134,79,47,36,30,16,16
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,24,TC dell’addome completo senza e con MDC,88.01.06,866,489,394,102,95,46,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,25,TC Cranio - encefalo,87.03.00,417,302,179,104,80,57,41,41
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,26,TC Cranio - encefalo senza e con MDC,87.03.01,306,158,118,41,40,21,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,27,TC del rachide e dello speco vertebrale cervicale,88.38.01,201,128,72,43,40,29,16,16
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,28,TC del rachide e dello speco vertebrale toracico,88.38.01,,,,,,,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,29,TC del rachide e dello speco vertebrale lombosacrale,88.38.01,,,,,,,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,30,TC del rachide e dello speco vertebrale cervicale senza e con MDC,88.38.02,14,11,8,2,3,1,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,31,TC del rachide e dello speco vertebrale toracico senza e con MDC,88.38.02,,,,,,,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,32,TC del rachide e dello speco vertebrale lombosacrale senza e con MDC,88.38.02,,,,,,,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,33,TC di Bacino e articolazioni sacroiliache,88.38.05,20,14,11,8,1,,2,2
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,34,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare",89.31.01,366,138,75,14,48,30,15,15
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,35,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare senza e con MDC",89.31.02,369,259,200,42,49,20,10,10
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,36,RM di addome inferiore e scavo pelvico,89.35.04,31,24,17,3,7,2,,
