Stazioni;Data;T-MIN;T-MAX
Sutri;31/07/2022;18,5;37,2
Terracina;01/07/2022;23,2;32,7
Terracina;02/07/2022;22,8;34,1
Terracina;03/07/2022;24,4;34,1
Terracina;04/07/2022;25,5;33,2
Terracina;05/07/2022;25,3;32,8
Terracina;06/07/2022;24,1;33,8
Terracina;07/07/2022;24,5;33,0
Terracina;08/07/2022;19,1;32,0
Terracina;09/07/2022;22,1;31,7
Terracina;10/07/2022;21,9;31,5
Terracina;11/07/2022;22,0;31,7
Terracina;12/07/2022;21,5;32,5
Terracina;13/07/2022;23,7;31,5
Terracina;14/07/2022;21,9;32,0
Terracina;15/07/2022;22,1;32,5
Terracina;16/07/2022;24,0;33,2
Terracina;17/07/2022;23,7;34,9
Terracina;18/07/2022;25,2;36,3
Terracina;19/07/2022;25,2;34,9
Terracina;20/07/2022;24,3;33,9
Terracina;21/07/2022;24,2;32,6
Terracina;22/07/2022;25,5;33,1
Terracina;23/07/2022;26,5;35,1
Terracina;24/07/2022;24,2;33,5
Terracina;25/07/2022;25,5;33,9
Terracina;26/07/2022;25,5;32,9
Terracina;27/07/2022;26,5;33,1
Terracina;28/07/2022;25,2;34,0
Terracina;29/07/2022;23,7;31,8
Terracina;30/07/2022;23,8;33,7
Terracina;31/07/2022;25,5;33,3
Tevere a Castelgiubileo;01/07/2022;16,5;34,2
Tevere a Castelgiubileo;02/07/2022;17,4;37,2
Tevere a Castelgiubileo;03/07/2022;20,3;38,2
Tevere a Castelgiubileo;04/07/2022;21,6;37,7
Tevere a Castelgiubileo;05/07/2022;20,7;36,0
Tevere a Castelgiubileo;06/07/2022;20,0;36,0
Tevere a Castelgiubileo;07/07/2022;21,2;33,9
Tevere a Castelgiubileo;08/07/2022;17,5;30,0
Tevere a Castelgiubileo;09/07/2022;19,7;32,1
Tevere a Castelgiubileo;10/07/2022;18,7;31,2
Tevere a Castelgiubileo;11/07/2022;18,3;32,0
Tevere a Castelgiubileo;12/07/2022;19,3;31,8
Tevere a Castelgiubileo;13/07/2022;20,4;31,6
Tevere a Castelgiubileo;14/07/2022;19,4;32,6
Tevere a Castelgiubileo;15/07/2022;20,6;35,2
Tevere a Castelgiubileo;16/07/2022;20,8;34,6
Tevere a Castelgiubileo;17/07/2022;19,6;36,1
Tevere a Castelgiubileo;18/07/2022;20,3;37,1
Tevere a Castelgiubileo;19/07/2022;20,9;36,2
Tevere a Castelgiubileo;20/07/2022;21,2;35,2
Tevere a Castelgiubileo;21/07/2022;21,8;36,5
Tevere a Castelgiubileo;22/07/2022;23,4;37,4
Tevere a Castelgiubileo;23/07/2022;23,4;35,8
Tevere a Castelgiubileo;24/07/2022;21,9;36,0
Tevere a Castelgiubileo;25/07/2022;22,0;36,0
Tevere a Castelgiubileo;26/07/2022;22,1;36,0
Tevere a Castelgiubileo;27/07/2022;22,4;33,1
Tevere a Castelgiubileo;28/07/2022;21,2;34,1
Tevere a Castelgiubileo;29/07/2022;21,1;34,8
Tevere a Castelgiubileo;30/07/2022;22,3;34,1
Tevere a Castelgiubileo;31/07/2022;22,1;35,3
Tevere a Stimigliano;01/07/2022;14,2;35,4
Tevere a Stimigliano;02/07/2022;14,1;39,2
Tevere a Stimigliano;03/07/2022;18,2;39,1
Tevere a Stimigliano;04/07/2022;18,9;39,3
Tevere a Stimigliano;05/07/2022;18,2;38,0
Tevere a Stimigliano;06/07/2022;17,7;37,3
Tevere a Stimigliano;07/07/2022;18,6;34,9
Tevere a Stimigliano;08/07/2022;16,9;28,5
Tevere a Stimigliano;09/07/2022;16,7;30,3
Tevere a Stimigliano;10/07/2022;14,9;32,3
Tevere a Stimigliano;11/07/2022;15,7;33,4
Tevere a Stimigliano;12/07/2022;16,5;33,5
Tevere a Stimigliano;13/07/2022;18,0;33,6
Tevere a Stimigliano;14/07/2022;16,7;34,4
Tevere a Stimigliano;15/07/2022;18,1;37,4
Tevere a Stimigliano;16/07/2022;18,4;36,5
Tevere a Stimigliano;17/07/2022;16,4;38,5
Tevere a Stimigliano;18/07/2022;18,2;37,2
Tevere a Stimigliano;19/07/2022;18,1;37,9
Tevere a Stimigliano;20/07/2022;18,4;36,9
Tevere a Stimigliano;21/07/2022;19,2;38,4
Tevere a Stimigliano;22/07/2022;20,5;39,6
Tevere a Stimigliano;23/07/2022;20,0;38,3
Tevere a Stimigliano;24/07/2022;19,5;37,4
Tevere a Stimigliano;25/07/2022;20,0;38,2
Tevere a Stimigliano;26/07/2022;19,7;36,3
Tevere a Stimigliano;27/07/2022;20,4;34,3
Tevere a Stimigliano;28/07/2022;18,6;35,0
Tevere a Stimigliano;29/07/2022;19,2;36,1
Tevere a Stimigliano;30/07/2022;20,0;33,3
Tevere a Stimigliano;31/07/2022;19,0;35,8
Tor Vergata;01/07/2022;15,9;39,9
Tor Vergata;02/07/2022;15,2;38,7
Tor Vergata;03/07/2022;18,0;41,3
Tor Vergata;04/07/2022;19,4;40,7
Tor Vergata;05/07/2022;17,9;39,1
Tor Vergata;06/07/2022;17,7;40,6
Tor Vergata;07/07/2022;19,3;38,1
Tor Vergata;08/07/2022;15,8;33,0
Tor Vergata;09/07/2022;14,6;33,7
Tor Vergata;10/07/2022;15,8;33,8
Tor Vergata;11/07/2022;15,6;36,0
Tor Vergata;12/07/2022;17,2;38,1
Tor Vergata;13/07/2022;18,1;35,5
Tor Vergata;14/07/2022;15,7;36,3
Tor Vergata;15/07/2022;18,0;37,6
Tor Vergata;16/07/2022;17,7;38,0
Tor Vergata;17/07/2022;17,1;39,3
Tor Vergata;18/07/2022;17,9;41,2
Tor Vergata;19/07/2022;18,9;39,0
Tor Vergata;20/07/2022;17,6;39,8
Tor Vergata;21/07/2022;20,1;38,8
Tor Vergata;22/07/2022;21,0;39,7
Tor Vergata;23/07/2022;19,2;39,2
Tor Vergata;24/07/2022;18,5;39,3
Tor Vergata;25/07/2022;19,8;39,1
Tor Vergata;26/07/2022;19,4;38,5
Tor Vergata;27/07/2022;21,1;38,6
Tor Vergata;28/07/2022;20,1;38,7
Tor Vergata;29/07/2022;18,4;37,1
Tor Vergata;30/07/2022;20,2;38,1
Tor Vergata;31/07/2022;19,8;37,2
Torrente Tafone;01/07/2022;15,6;31,4
Torrente Tafone;02/07/2022;17,6;35,9
Torrente Tafone;03/07/2022;18,2;36,2
Torrente Tafone;04/07/2022;19,5;37,5
Torrente Tafone;05/07/2022;19,6;35,5
Torrente Tafone;06/07/2022;18,8;33,9
Torrente Tafone;07/07/2022;19,8;31,3
Torrente Tafone;08/07/2022;19,2;32,2
Torrente Tafone;09/07/2022;20,0;33,1
Torrente Tafone;10/07/2022;19,4;31,2
Torrente Tafone;11/07/2022;16,1;30,2
Torrente Tafone;12/07/2022;18,1;30,0
Torrente Tafone;13/07/2022;18,8;30,3
Torrente Tafone;14/07/2022;18,3;30,7
Torrente Tafone;15/07/2022;18,7;33,8
Torrente Tafone;16/07/2022;19,4;32,0
Torrente Tafone;17/07/2022;18,9;32,1
Torrente Tafone;18/07/2022;19,4;34,3
Torrente Tafone;19/07/2022;21,4;36,0
Torrente Tafone;20/07/2022;19,0;32,8
Torrente Tafone;21/07/2022;21,5;33,0
Torrente Tafone;22/07/2022;20,7;35,4
Torrente Tafone;23/07/2022;21,0;32,9
Torrente Tafone;24/07/2022;21,7;33,6
Torrente Tafone;25/07/2022;20,2;36,3
Torrente Tafone;26/07/2022;20,9;35,3
Torrente Tafone;27/07/2022;22,5;32,9
Torrente Tafone;28/07/2022;20,7;32,1
Torrente Tafone;29/07/2022;20,6;32,5
Torrente Tafone;30/07/2022;22,8;33,0
Torrente Tafone;31/07/2022;21,9;35,5
Torrita Tiberina;01/07/2022;15,4;36,0
Torrita Tiberina;02/07/2022;14,6;38,8
Torrita Tiberina;03/07/2022;18,9;40,4
Torrita Tiberina;04/07/2022;19,6;40,2
Torrita Tiberina;05/07/2022;18,7;38,0
Torrita Tiberina;06/07/2022;18,0;38,8
Torrita Tiberina;07/07/2022;19,1;35,8
Torrita Tiberina;08/07/2022;16,7;29,8
Torrita Tiberina;09/07/2022;15,2;31,6
Torrita Tiberina;10/07/2022;15,8;33,8
Torrita Tiberina;11/07/2022;16,6;34,5
Torrita Tiberina;12/07/2022;17,4;34,7
Torrita Tiberina;13/07/2022;18,7;34,8
Torrita Tiberina;14/07/2022;16,7;34,9
Torrita Tiberina;15/07/2022;18,2;38,0
Torrita Tiberina;16/07/2022;18,2;37,1
Torrita Tiberina;17/07/2022;17,4;39,4
Torrita Tiberina;18/07/2022;19,0;39,2
Torrita Tiberina;19/07/2022;18,4;38,0
Torrita Tiberina;20/07/2022;19,2;37,1
Torrita Tiberina;21/07/2022;19,7;39,7
Torrita Tiberina;22/07/2022;20,9;40,8
Torrita Tiberina;23/07/2022;20,2;38,7
Torrita Tiberina;24/07/2022;19,4;37,9
Torrita Tiberina;25/07/2022;20,5;38,8
Torrita Tiberina;26/07/2022;20,3;37,1
Torrita Tiberina;27/07/2022;19,8;34,5
Torrita Tiberina;28/07/2022;18,8;35,9
Torrita Tiberina;29/07/2022;21,3;37,7
Torrita Tiberina;30/07/2022;20,3;35,3
Torrita Tiberina;31/07/2022;20,0;37,2
Tragliatella rlazio;01/07/2022;15,1;34,2
Tragliatella rlazio;02/07/2022;16,2;37,8
Tragliatella rlazio;03/07/2022;21,8;38,9
Tragliatella rlazio;04/07/2022;22,0;39,1
Tragliatella rlazio;05/07/2022;20,3;36,5
Tragliatella rlazio;06/07/2022;20,4;37,0
Tragliatella rlazio;07/07/2022;19,7;34,2
Tragliatella rlazio;08/07/2022;16,8;29,4
Tragliatella rlazio;09/07/2022;20,1;31,1
Tragliatella rlazio;10/07/2022;18,7;31,3
Tragliatella rlazio;11/07/2022;16,0;33,6
Tragliatella rlazio;12/07/2022;16,3;32,9
Tragliatella rlazio;13/07/2022;18,6;32,1
Tragliatella rlazio;14/07/2022;18,2;32,7
Tragliatella rlazio;15/07/2022;17,8;36,5
Tragliatella rlazio;16/07/2022;18,5;35,7
Tragliatella rlazio;17/07/2022;18,6;36,8
Tragliatella rlazio;18/07/2022;21,3;37,8
Tragliatella rlazio;19/07/2022;19,3;37,4
Tragliatella rlazio;20/07/2022;20,8;35,1
Tragliatella rlazio;21/07/2022;18,7;36,3
Tragliatella rlazio;22/07/2022;21,6;38,2
Tragliatella rlazio;23/07/2022;20,9;36,6
Tragliatella rlazio;24/07/2022;20,1;35,5
Tragliatella rlazio;25/07/2022;20,5;37,3
Tragliatella rlazio;26/07/2022;21,0;35,4
Tragliatella rlazio;27/07/2022;22,2;33,1
Tragliatella rlazio;28/07/2022;20,5;33,5
Tragliatella rlazio;29/07/2022;19,9;34,7
Tragliatella rlazio;30/07/2022;20,2;33,9
Tragliatella rlazio;31/07/2022;20,6;36,4
Treia a Civita Castellana;01/07/2022;12,4;35,8
Treia a Civita Castellana;02/07/2022;12,7;38,2
Treia a Civita Castellana;03/07/2022;16,8;39,4
Treia a Civita Castellana;04/07/2022;17,3;39,3
Treia a Civita Castellana;05/07/2022;16,3;37,5
Treia a Civita Castellana;06/07/2022;16,1;37,1
Treia a Civita Castellana;07/07/2022;17,0;35,3
Treia a Civita Castellana;08/07/2022;16,1;29,4
Treia a Civita Castellana;09/07/2022;13,8;31,1
Treia a Civita Castellana;10/07/2022;12,7;33,2
Treia a Civita Castellana;11/07/2022;13,8;33,3
Treia a Civita Castellana;12/07/2022;14,8;34,1
Treia a Civita Castellana;13/07/2022;16,4;34,0
Treia a Civita Castellana;14/07/2022;15,6;34,4
Treia a Civita Castellana;15/07/2022;16,7;37,9
Treia a Civita Castellana;16/07/2022;16,5;36,6
Treia a Civita Castellana;17/07/2022;14,9;38,4
Treia a Civita Castellana;18/07/2022;17,0;38,6
Treia a Civita Castellana;19/07/2022;17,0;38,4
Treia a Civita Castellana;20/07/2022;17,2;37,0
Treia a Civita Castellana;21/07/2022;17,8;38,8
Treia a Civita Castellana;22/07/2022;19,4;39,7
Treia a Civita Castellana;23/07/2022;18,4;38,2
Treia a Civita Castellana;24/07/2022;19,0;37,9
Treia a Civita Castellana;25/07/2022;19,1;38,0
Treia a Civita Castellana;26/07/2022;18,7;37,1
Treia a Civita Castellana;27/07/2022;20,2;34,1
Treia a Civita Castellana;28/07/2022;17,5;35,1
Treia a Civita Castellana;29/07/2022;17,9;36,7
Treia a Civita Castellana;30/07/2022;18,6;33,7
Treia a Civita Castellana;31/07/2022;17,2;36,2
Trevi nel Lazio;01/07/2022;15,3;32,9
Trevi nel Lazio;02/07/2022;16,1;33,7
Trevi nel Lazio;03/07/2022;17,4;34,1
Trevi nel Lazio;04/07/2022;18,4;34,6
Trevi nel Lazio;05/07/2022;18,5;33,6
Trevi nel Lazio;06/07/2022;15,8;32,8
Trevi nel Lazio;07/07/2022;14,4;30,8
Trevi nel Lazio;08/07/2022;12,8;24,7
Trevi nel Lazio;09/07/2022;15,4;28,0
Trevi nel Lazio;10/07/2022;14,5;26,5
Trevi nel Lazio;11/07/2022;12,3;28,3
Trevi nel Lazio;12/07/2022;14,0;29,1
Trevi nel Lazio;13/07/2022;15,2;29,4
Trevi nel Lazio;14/07/2022;13,0;30,1
Trevi nel Lazio;15/07/2022;14,2;31,6
Trevi nel Lazio;16/07/2022;16,3;32,9
Trevi nel Lazio;17/07/2022;17,5;33,9
Trevi nel Lazio;18/07/2022;14,5;31,4
Trevi nel Lazio;19/07/2022;14,1;31,4
Trevi nel Lazio;20/07/2022;16,8;32,6
Trevi nel Lazio;21/07/2022;17,2;34,0
Trevi nel Lazio;22/07/2022;18,1;34,0
Trevi nel Lazio;23/07/2022;18,0;33,9
Trevi nel Lazio;24/07/2022;16,3;33,2
Trevi nel Lazio;25/07/2022;17,3;34,1
Trevi nel Lazio;26/07/2022;17,2;32,7
Trevi nel Lazio;27/07/2022;18,1;30,7
Trevi nel Lazio;28/07/2022;17,0;30,9
Trevi nel Lazio;29/07/2022;15,3;31,2
Trevi nel Lazio;30/07/2022;17,3;29,7
Trevi nel Lazio;31/07/2022;15,5;29,7
Trevignano Romano;01/07/2022;20,9;33,4
Trevignano Romano;02/07/2022;20,7;36,5
Trevignano Romano;03/07/2022;24,6;36,3
Trevignano Romano;04/07/2022;24,3;37,9
Trevignano Romano;05/07/2022;23,3;36,6
Trevignano Romano;06/07/2022;23,5;35,2
Trevignano Romano;07/07/2022;19,6;32,3
Trevignano Romano;08/07/2022;17,3;30,1
Trevignano Romano;09/07/2022;19,6;32,8
Trevignano Romano;10/07/2022;19,9;32,7
Trevignano Romano;11/07/2022;19,6;30,6
Trevignano Romano;12/07/2022;20,4;30,2
Trevignano Romano;13/07/2022;21,7;29,9
Trevignano Romano;14/07/2022;20,0;31,1
Trevignano Romano;15/07/2022;21,8;37,2
Trevignano Romano;16/07/2022;21,7;32,7
Trevignano Romano;17/07/2022;21,9;35,5
Trevignano Romano;18/07/2022;23,5;36,6
Trevignano Romano;19/07/2022;22,8;38,5
Trevignano Romano;20/07/2022;22,6;34,0
Trevignano Romano;21/07/2022;22,1;37,8
Trevignano Romano;22/07/2022;23,6;38,2
Trevignano Romano;23/07/2022;21,8;33,4
Trevignano Romano;24/07/2022;22,4;35,1
Trevignano Romano;25/07/2022;23,0;37,7
Trevignano Romano;26/07/2022;24,8;35,2
Trevignano Romano;27/07/2022;23,9;30,9
Trevignano Romano;28/07/2022;23,2;32,5
Trevignano Romano;29/07/2022;22,1;33,4
Trevignano Romano;30/07/2022;23,0;33,2
Trevignano Romano;31/07/2022;23,3;37,3
Tuscania;01/07/2022;14,6;33,8
Tuscania;02/07/2022;16,1;38,6
Tuscania;03/07/2022;21,2;40,0
Tuscania;04/07/2022;20,9;39,1
Tuscania;05/07/2022;20,1;36,9
Tuscania;06/07/2022;18,3;37,0
Tuscania;07/07/2022;18,2;34,9
Tuscania;08/07/2022;17,6;29,3
Tuscania;09/07/2022;20,2;31,1
Tuscania;10/07/2022;18,5;32,4
Tuscania;11/07/2022;15,6;32,6
Tuscania;12/07/2022;18,9;32,5
Tuscania;13/07/2022;17,8;34,5
Tuscania;14/07/2022;17,2;32,9
Tuscania;15/07/2022;18,7;36,2
Tuscania;16/07/2022;18,7;34,3
Tuscania;17/07/2022;17,5;36,1
Tuscania;18/07/2022;19,7;37,8
Tuscania;19/07/2022;22,4;38,5
Tuscania;20/07/2022;19,7;37,8
Tuscania;21/07/2022;20,8;36,7
Tuscania;22/07/2022;20,0;38,4
Tuscania;23/07/2022;20,6;36,6
Tuscania;24/07/2022;19,5;36,7
Tuscania;25/07/2022;20,2;37,3
Tuscania;26/07/2022;19,9;37,2
Tuscania;27/07/2022;19,9;35,0
Tuscania;28/07/2022;20,9;34,7
Tuscania;29/07/2022;18,7;35,1
Tuscania;30/07/2022;20,5;34,6
Tuscania;31/07/2022;20,3;36,2
Valentano;01/07/2022;18,7;31,1
Valentano;02/07/2022;18,8;37,1
Valentano;03/07/2022;22,2;37,6
Valentano;04/07/2022;22,9;36,7
Valentano;05/07/2022;22,6;34,7
Valentano;06/07/2022;20,2;33,8
Valentano;07/07/2022;17,0;30,8
Valentano;08/07/2022;16,3;26,6
Valentano;09/07/2022;16,5;27,6
Valentano;10/07/2022;16,6;29,3
Valentano;11/07/2022;17,2;30,2
Valentano;12/07/2022;17,2;29,7
Valentano;13/07/2022;18,3;31,5
Valentano;14/07/2022;17,7;31,9
Valentano;15/07/2022;18,5;34,1
Valentano;16/07/2022;18,4;32,4
Valentano;17/07/2022;18,6;35,0
Valentano;18/07/2022;22,8;34,0
Valentano;19/07/2022;22,3;35,4
Valentano;20/07/2022;21,1;35,7
Valentano;21/07/2022;19,6;35,7
Valentano;22/07/2022;21,8;35,9
Valentano;23/07/2022;19,4;34,1
Valentano;24/07/2022;20,8;35,1
Valentano;25/07/2022;21,1;35,1
Valentano;26/07/2022;21,0;35,9
Valentano;27/07/2022;19,8;32,1
Valentano;28/07/2022;20,0;32,5
Valentano;29/07/2022;18,8;33,6
Valentano;30/07/2022;20,4;31,8
Valentano;31/07/2022;21,0;33,3
Valle del Rio;01/07/2022;18,4;34,2
Valle del Rio;02/07/2022;19,5;34,1
Valle del Rio;03/07/2022;20,5;35,0
Valle del Rio;04/07/2022;20,8;35,5
Valle del Rio;05/07/2022;20,8;33,7
Valle del Rio;06/07/2022;19,3;33,5
Valle del Rio;07/07/2022;15,3;30,8
Valle del Rio;08/07/2022;13,4;23,2
Valle del Rio;09/07/2022;16,0;27,2
Valle del Rio;10/07/2022;14,9;27,8
Valle del Rio;11/07/2022;14,8;27,8
Valle del Rio;12/07/2022;15,6;30,0
Valle del Rio;13/07/2022;15,4;28,2
Valle del Rio;14/07/2022;14,6;31,1
Valle del Rio;15/07/2022;17,9;32,5
Valle del Rio;16/07/2022;20,5;33,8
Valle del Rio;17/07/2022;20,7;35,8
Valle del Rio;18/07/2022;20,6;32,8
Valle del Rio;19/07/2022;19,6;32,4
Valle del Rio;20/07/2022;19,5;33,0
Valle del Rio;21/07/2022;21,0;34,2
Valle del Rio;22/07/2022;21,7;34,0
Valle del Rio;23/07/2022;22,0;34,9
Valle del Rio;24/07/2022;20,6;34,2
Valle del Rio;25/07/2022;20,8;35,1
Valle del Rio;26/07/2022;18,1;32,7
Valle del Rio;27/07/2022;18,1;31,5
Valle del Rio;28/07/2022;18,5;31,9
Valle del Rio;29/07/2022;17,7;31,6
Valle del Rio;30/07/2022;17,9;30,8
Valle del Rio;31/07/2022;17,2;30,1
Vallecorsa;01/07/2022;22,0;33,7
Vallecorsa;02/07/2022;21,5;35,2
Vallecorsa;03/07/2022;23,9;35,4
Vallecorsa;04/07/2022;23,9;35,6
Vallecorsa;05/07/2022;23,5;33,9
Vallecorsa;06/07/2022;21,5;35,6
Vallecorsa;07/07/2022;19,6;31,6
Vallecorsa;08/07/2022;15,7;31,4
Vallecorsa;09/07/2022;17,8;29,5
Vallecorsa;10/07/2022;17,2;29,2
Vallecorsa;11/07/2022;18,3;29,1
Vallecorsa;12/07/2022;18,5;32,3
Vallecorsa;13/07/2022;20,0;30,0
Vallecorsa;14/07/2022;18,5;31,6
Vallecorsa;15/07/2022;20,3;32,3
Vallecorsa;16/07/2022;22,1;34,1
Vallecorsa;17/07/2022;22,6;35,6
Vallecorsa;18/07/2022;21,6;35,4
Vallecorsa;19/07/2022;21,2;33,3
Vallecorsa;20/07/2022;22,1;33,8
Vallecorsa;21/07/2022;23,0;34,2
Vallecorsa;22/07/2022;23,2;33,9
Vallecorsa;23/07/2022;23,4;35,2
Vallecorsa;24/07/2022;22,7;33,9
Vallecorsa;25/07/2022;21,3;34,0
Vallecorsa;26/07/2022;22,7;32,8
Vallecorsa;27/07/2022;21,6;33,5
Vallecorsa;28/07/2022;21,5;32,5
Vallecorsa;29/07/2022;20,3;31,8
Vallecorsa;30/07/2022;20,9;32,0
Vallecorsa;31/07/2022;20,2;30,0
Vallepietra;01/07/2022;17,0;32,4
Vallepietra;02/07/2022;18,0;33,0
Vallepietra;03/07/2022;19,0;34,4
Vallepietra;04/07/2022;20,5;34,6
Vallepietra;05/07/2022;19,6;32,8
Vallepietra;06/07/2022;17,5;33,0
Vallepietra;07/07/2022;14,5;30,0
Vallepietra;08/07/2022;12,7;23,6
Vallepietra;09/07/2022;15,1;27,2
Vallepietra;10/07/2022;13,8;26,2
Vallepietra;11/07/2022;13,9;27,6
Vallepietra;12/07/2022;14,8;28,1
Vallepietra;13/07/2022;15,8;28,5
Vallepietra;14/07/2022;13,8;29,9
Vallepietra;15/07/2022;16,5;31,3
Vallepietra;16/07/2022;18,0;32,0
Vallepietra;17/07/2022;19,1;33,1
Vallepietra;18/07/2022;14,3;30,8
Vallepietra;19/07/2022;16,3;30,6
Vallepietra;20/07/2022;18,0;30,7
Vallepietra;21/07/2022;18,4;32,8
Vallepietra;22/07/2022;19,4;33,3
Vallepietra;23/07/2022;19,5;33,2
Vallepietra;24/07/2022;18,0;33,0
Vallepietra;25/07/2022;18,9;32,8
Vallepietra;26/07/2022;17,7;31,8
Vallepietra;27/07/2022;18,1;29,8
Vallepietra;28/07/2022;16,8;29,6
Vallepietra;29/07/2022;16,2;30,2
Vallepietra;30/07/2022;17,1;28,6
Vallepietra;31/07/2022;16,2;28,0
Velino a Rieti;01/07/2022;14,6;34,5
Velino a Rieti;02/07/2022;13,2;37,1
Velino a Rieti;03/07/2022;17,1;37,1
Velino a Rieti;04/07/2022;17,7;37,4
Velino a Rieti;05/07/2022;17,4;35,6
Velino a Rieti;06/07/2022;16,3;35,8
Velino a Rieti;07/07/2022;17,3;32,4
Velino a Rieti;08/07/2022;13,6;27,2
Velino a Rieti;09/07/2022;11,6;29,2
Velino a Rieti;10/07/2022;11,6;30,4
Velino a Rieti;11/07/2022;13,8;32,1
Velino a Rieti;12/07/2022;14,6;30,8
Velino a Rieti;13/07/2022;14,4;31,9
Velino a Rieti;14/07/2022;13,7;33,9
Velino a Rieti;15/07/2022;15,9;36,5
Velino a Rieti;16/07/2022;15,0;35,5
Velino a Rieti;17/07/2022;15,7;37,2
Velino a Rieti;18/07/2022;17,6;35,5
Velino a Rieti;19/07/2022;16,1;35,6
Velino a Rieti;20/07/2022;16,8;36,2
Velino a Rieti;21/07/2022;17,5;36,6
Velino a Rieti;22/07/2022;18,0;38,0
Velino a Rieti;23/07/2022;17,8;37,5
Velino a Rieti;24/07/2022;15,9;37,6
Velino a Rieti;25/07/2022;18,1;37,1
Velino a Rieti;26/07/2022;18,0;35,9
Velino a Rieti;27/07/2022;16,5;33,9
Velino a Rieti;28/07/2022;15,8;33,5
Velino a Rieti;29/07/2022;16,9;34,5
Velino a Rieti;30/07/2022;17,2;33,1
Velino a Rieti;31/07/2022;16,2;33,8
Veroli;01/07/2022;19,4;35,4
Veroli;02/07/2022;18,3;36,7
Veroli;03/07/2022;21,1;36,9
Veroli;04/07/2022;20,8;37,5
Veroli;05/07/2022;20,1;35,6
Veroli;06/07/2022;18,1;34,9
Veroli;07/07/2022;18,4;32,8
Veroli;08/07/2022;15,2;28,6
Veroli;09/07/2022;17,1;31,6
Veroli;10/07/2022;15,3;29,8
Veroli;11/07/2022;15,3;31,5
Veroli;12/07/2022;16,3;32,1
Veroli;13/07/2022;17,6;31,3
Veroli;14/07/2022;16,1;32,9
Veroli;15/07/2022;17,5;35,0
Veroli;16/07/2022;18,8;35,2
Veroli;17/07/2022;20,0;37,9
Veroli;18/07/2022;20,0;35,7
Veroli;19/07/2022;18,0;35,6
Veroli;20/07/2022;19,4;34,9
Veroli;21/07/2022;19,4;36,3
Veroli;22/07/2022;20,5;36,5
Veroli;23/07/2022;20,1;37,1
Veroli;24/07/2022;18,9;36,1
Veroli;25/07/2022;20,2;36,4
Veroli;26/07/2022;19,9;34,2
Veroli;27/07/2022;20,2;33,7
Veroli;28/07/2022;19,7;34,6
Veroli;29/07/2022;18,3;34,2
Veroli;30/07/2022;18,7;32,0
Veroli;31/07/2022;18,9;32,5
Vetralla Rlazio;01/07/2022;14,3;35,7
Vetralla Rlazio;02/07/2022;16,3;36,6
Vetralla Rlazio;03/07/2022;19,9;37,7
Vetralla Rlazio;04/07/2022;20,1;38,3
Vetralla Rlazio;05/07/2022;19,4;36,6
Vetralla Rlazio;06/07/2022;17,5;36,4
Vetralla Rlazio;07/07/2022;17,3;34,6
Vetralla Rlazio;08/07/2022;14,4;27,4
Vetralla Rlazio;09/07/2022;14,2;28,6
Vetralla Rlazio;10/07/2022;14,7;31,4
Vetralla Rlazio;11/07/2022;13,6;32,2
Vetralla Rlazio;12/07/2022;15,6;33,2
Vetralla Rlazio;13/07/2022;16,6;32,4
Vetralla Rlazio;14/07/2022;15,0;33,7
Vetralla Rlazio;15/07/2022;16,6;35,7
Vetralla Rlazio;16/07/2022;17,0;34,5
Vetralla Rlazio;17/07/2022;17,7;36,4
Vetralla Rlazio;18/07/2022;19,0;38,6
Vetralla Rlazio;19/07/2022;18,0;36,2
Vetralla Rlazio;20/07/2022;17,4;35,8
Vetralla Rlazio;21/07/2022;17,8;36,4
Vetralla Rlazio;22/07/2022;18,7;38,2
Vetralla Rlazio;23/07/2022;17,6;37,1
Vetralla Rlazio;24/07/2022;18,0;36,4
Vetralla Rlazio;25/07/2022;18,8;36,8
Vetralla Rlazio;26/07/2022;18,7;36,6
Vetralla Rlazio;27/07/2022;18,8;35,0
Vetralla Rlazio;28/07/2022;17,3;35,0
Vetralla Rlazio;29/07/2022;17,4;35,1
Vetralla Rlazio;30/07/2022;17,5;33,2
Vetralla Rlazio;31/07/2022;17,4;34,1
Vico nel Lazio;01/07/2022;21,6;35,2
Vico nel Lazio;02/07/2022;22,0;36,2
Vico nel Lazio;03/07/2022;23,5;35,9
Vico nel Lazio;04/07/2022;23,8;35,9
Vico nel Lazio;05/07/2022;23,6;34,1
Vico nel Lazio;06/07/2022;21,4;34,3
Vico nel Lazio;07/07/2022;15,4;32,5
Vico nel Lazio;08/07/2022;14,1;26,1
Vico nel Lazio;09/07/2022;17,1;29,2
Vico nel Lazio;10/07/2022;15,9;29,6
Vico nel Lazio;11/07/2022;17,6;28,3
Vico nel Lazio;12/07/2022;19,0;29,6
Vico nel Lazio;13/07/2022;18,2;30,1
Vico nel Lazio;14/07/2022;17,7;31,4
Vico nel Lazio;15/07/2022;20,1;34,4
Vico nel Lazio;16/07/2022;21,8;33,7
Vico nel Lazio;17/07/2022;22,9;35,9
Vico nel Lazio;18/07/2022;18,3;33,8
Vico nel Lazio;19/07/2022;21,5;32,3
Vico nel Lazio;20/07/2022;21,8;33,8
Vico nel Lazio;21/07/2022;22,5;34,2
Vico nel Lazio;22/07/2022;23,2;34,9
Vico nel Lazio;23/07/2022;23,3;35,5
Vico nel Lazio;24/07/2022;22,6;35,2
Vico nel Lazio;25/07/2022;22,0;34,7
